iteration,ns
1,11401641
2,13978459
3,14405609
4,77344404
5,12413250
6,20973955
7,296730
8,10072506
9,252556
10,20714625
11,44823894
12,12708705
13,519322
14,32528861
15,8882282
16,12046251
17,382214
18,42813713
19,362427
20,27454250
21,20430309
22,43148865
23,406205
24,272142
25,11981660
26,364780
27,5017527
28,272496
29,153468653
30,22168177
31,20315764
32,313777
33,433888
34,11983966
35,26898147
36,10363889
37,20018020
38,8477213
39,15426064
40,7636046
41,332655
42,74182117
43,14886066
44,24551459
45,20760838
46,32615026
47,26576100
48,33026342
49,22345689
50,29764929
51,10516240
52,26650369
53,304155
54,21876561
55,13406573
56,22867097
57,5309111
58,16889505
59,20170096
60,18411539
61,29216562
62,18192110
63,12445731
64,520986
65,29938247
66,28381257
67,22878932
68,26357357
69,241351
70,27564794
71,21099969
72,8828057
73,248067
74,10622662
75,8489019
76,20594822
77,4546301
78,12662268
79,32452095
80,7592468
81,312145
82,5949284
83,11970402
84,20060854
85,42399946
86,24058997
87,22036537
88,18802177
89,22367367
90,21651227
91,36595630
92,38586424
93,20427538
94,32518280
95,24727769
96,9493476
97,23902870
98,29335011
99,23558172
100,22580041
101,34165645
102,17206909
103,21152153
104,23459167
105,51840476
106,30697542
107,31812644
108,24100116
109,7418422
110,28403313
111,25747390
112,20660134
113,28521529
114,20388735
115,19331608
116,20364793
117,19643762
118,21612860
119,28441610
120,12859354
121,20231330
122,24646102
123,10021469
124,17877655
125,20624885
126,10434304
127,27438607
128,17387639
129,28368776
130,19345989
131,9611990
132,9092504
133,13734013
134,13002467
135,22525601
136,16531685
137,21594715
138,10010579
139,13676787
140,15313692
141,20269285
142,25481710
143,13143949
144,11280481
145,32511617
146,19480340
147,188217
148,16580900
149,34748652
150,407887
151,27605680
152,33116583
153,20511166
154,41527642
155,564323
156,18649283
157,146965274
158,13392988
159,36001982
160,6790590
161,19796002
162,8999604
163,15964760
164,22430199
165,17307621
166,19540623
167,8675026
168,23697055
169,7709551
170,20083355
171,23271617
172,11259448
173,22552163
174,20802838
175,4604490
176,11513797
177,22601698
178,28909495
179,51023644
180,291928
181,23556967
182,274389
183,22823628
184,10325590
185,15447646
186,14771782
187,324657
188,20550951
189,22422881
190,25456849
191,25394770
192,20944154
193,8402064
194,374354
195,22593784
196,10064963
197,20927413
198,318436
199,30375237
200,356071
201,23528526
202,25237679
203,17921255
204,34584561
205,242336
206,20674912
207,21447182
208,20406376
209,20174263
210,5793786
211,31836537
212,37935276
213,15227881
214,42721172
215,10499441
216,4093379
217,243320
218,15827453
219,25303780
220,20846018
221,317435
222,28895833
223,34320679
224,355759
225,39446217
226,23429158
227,29918899
228,21331236
229,31094517
230,19342905
231,8614570
232,14272874
233,21420017
234,32110064
235,230168
236,18185232
237,307387
238,376217
239,28993007
240,9836135
241,20289306
242,8317242
243,19959819
244,19700622
245,27188810
246,29334208
247,24233378
248,14133848
