iteration,ns
1,430679
2,434457
3,385953
4,367692
5,402207
6,400747
7,410691
8,394672
9,394861
10,406337
11,400973
12,390468
13,1252572
14,460027
15,435201
16,393318
17,411360
18,388725
19,372425
20,402175
21,370525
22,375560
23,371972
24,4575472
25,465554
26,362190
27,378510
28,350196
29,372359
30,366391
31,361406
32,351428
33,337753
34,349580
35,328114
36,4123710
37,395939
38,1122564
39,437927
40,375632
41,377000
42,384908
43,370352
44,383969
45,860888
46,402048
47,380524
48,328735
49,364331
50,371740
51,380927
52,359134
53,367869
54,336688
55,321170
56,332584
57,374335
58,377036
59,356806
60,396209
61,364549
62,404470
63,392418
64,373664
65,331685
66,346497
67,338038
68,359297
69,1987089
70,398657
71,405827
72,350070
73,378272
74,348456
75,333288
76,391843
77,406834
78,367420
79,375869
80,361828
81,380040
82,366350
83,368520
84,358822
85,367749
86,371541
87,374367
88,404741
89,470015
90,379552
91,401179
92,369564
93,365634
94,408294
95,426326
96,403009
97,370722
98,356681
99,413334
100,382239
101,363230
102,342563
103,400391
104,392387
105,299932
106,392487
107,348774
108,385704
109,401783
110,387077
111,374148
112,404971
113,368710
114,361613
115,362830
116,380708
117,361728
118,328790
119,333921
120,335114
121,364764
122,353675
123,334795
124,1679112
125,438090
126,371397
127,1820137
128,398855
129,407590
130,2864047
131,392198
132,412549
133,1387733
134,423790
135,364772
136,383277
137,331916
138,360384
139,337251
140,355100
141,375391
142,355324
143,417058
144,396822
145,372771
146,914937
147,360857
148,373648
149,323081
150,371417
151,335076
152,377905
153,358447
154,331676
155,336438
156,342438
157,394315
158,374792
159,364477
160,387677
161,377900
162,358136
163,333950
164,336114
165,377528
166,381515
167,3176498
168,413131
169,355501
170,342375
171,381331
172,373581
173,343378
174,352661
175,320048
176,366245
177,367552
178,321553
179,365470
180,368057
181,359558
182,3499416
183,384090
184,356771
185,335101
186,357403
187,370030
188,367050
189,354861
190,366860
191,372795
192,343504
193,351484
194,420933
195,385018
196,357143
197,385107
198,367258
199,404139
200,368964
201,371451
202,349655
203,334137
204,361807
205,350913
206,398547
207,355591
208,378475
209,365483
210,352755
211,398812
212,371184
213,355156
214,379004
215,369850
216,380732
217,348021
218,326414
219,376070
220,367740
221,356570
222,359256
223,340914
224,319369
225,372203
226,333974
227,329000
228,378068
229,6085753
230,345959
231,355988
232,370525
233,324333
234,319548
235,360819
236,357731
237,341398
238,350350
239,360269
240,354844
241,363556
242,351163
243,359950
244,361390
245,331364
246,326152
247,303259
248,365692
249,375711
250,357744
251,328349
252,338354
253,381551
254,359677
255,330467
256,387284
257,368060
258,404292
259,382604
260,347893
261,367462
262,340630
263,369242
264,385132
265,366743
266,341226
267,353512
268,366079
269,353558
270,346720
271,345531
272,373280
273,351370
274,361920
275,388946
276,360815
277,387430
278,327041
279,313437
280,337409
281,311431
282,359149
283,323748
284,319639
285,365570
286,369551
287,359133
288,361247
289,373230
290,370529
291,331297
292,408863
293,415752
294,345053
295,402972
296,389709
297,332100
298,332635
299,321708
300,399195
301,354685
302,333071
303,387569
304,351732
305,403994
306,332045
307,6989273
308,425268
309,1758723
310,351302
311,395542
312,368050
313,348357
314,335869
315,7091605
316,443742
317,328067
318,312141
319,4031376
320,469923
321,410721
322,367418
323,340704
324,356368
325,359163
326,353006
327,332100
328,331188
329,339384
330,331748
331,305468
332,375324
333,327686
334,310969
335,349306
336,349263
337,376181
338,370396
339,343801
340,329109
341,321031
342,336568
343,307023
344,311692
345,392277
346,328761
347,353457
348,355975
349,1245222
350,412447
351,398524
352,328048
353,362014
354,376443
355,335104
356,373611
357,370705
358,422615
359,371730
360,364632
361,378309
362,334073
363,366569
364,348428
365,308408
366,325404
367,2956642
368,358214
369,360518
370,372993
371,359972
372,342645
373,341753
374,347867
375,312450
376,305670
377,354760
378,325770
379,320717
380,302664
381,368864
382,349504
383,375837
384,355592
385,381132
386,346139
387,355942
388,364565
389,360649
390,371307
391,324113
392,344079
393,347817
394,328941
395,372755
396,356344
397,356999
398,330199
399,363306
400,348978
401,350762
402,366149
403,325996
404,313343
405,367048
406,385040
407,337304
408,383027
409,394641
410,358452
411,346829
412,367821
413,346129
414,346140
415,332557
416,325463
417,313308
418,317989
419,313929
420,318784
421,374860
422,368843
423,367023
424,353690
425,365197
426,356603
427,333819
428,351740
429,340546
430,351886
431,357215
432,347174
433,348786
434,315366
435,287490
436,381783
437,398020
438,343654
439,315601
440,353199
441,377375
442,336291
443,380219
444,355607
445,325360
446,322174
447,314961
448,371543
449,382080
450,328216
451,328061
452,327576
453,338580
454,307094
455,362150
456,319834
457,325183
458,311567
459,325876
460,328630
461,300307
462,308289
463,366194
464,371994
465,318169
466,347706
467,321054
468,317008
469,359568
470,343508
471,347021
472,318021
473,347426
474,340274
475,306500
476,313001
477,356283
478,338201
479,356862
480,327731
481,345963
482,331492
483,343150
484,340889
485,304616
486,342225
487,371574
488,325438
489,358243
490,360088
491,348769
492,326604
493,345386
494,353661
495,369225
