iteration,ns
0,72223717838
1,72346531964
2,72258671902
3,72154770181
4,72091825786
5,72316472959
6,72154633153
7,72030136860
8,72068224553
9,72140614741
10,72398244504
11,72033436687
12,72209527751
13,72178568424
14,72144052498
15,73643020428
16,72096762939
17,72201853903
18,71947778329
19,72003729336
20,71978244106
21,71897171517
22,71989117306
23,72095693200
24,72087416388
25,72136095963
26,72283076369
27,72121772269
28,72198591448
29,72250015480
30,72169329894
31,72181830495
32,72142748505
33,72295476616
34,72227947395
35,72161749484
36,72113612809
