iteration,ns
0,112419469394
1,112660295114
2,112530303737
3,112496983116
4,112546131075
5,112493650996
6,112510447212
7,112535528873
8,112505767698
9,112534453176
10,112712268003
11,112490515735
12,112560659608
13,112493515832
14,112689992205
15,112516727505
16,112481905237
17,112488530410
18,112601742155
19,112514546785
20,112356602057
21,112347795791
22,112393852297
23,112608558406
24,112466694792
25,112355389922
26,112557559052
27,112300723730
28,112319611082
29,112320788061
30,112346615382
31,112358011867
32,112466756656
33,112627295977
34,112407447519
35,112437798555
36,112438305626
