iteration,ns
1,1608196
2,13045545
3,334895
4,317328
5,318769
6,14374701
7,20215866
8,358103
9,302323
10,293217
11,317571
12,885126
13,19245220
14,11756347
15,303863
16,1365169
17,2538353
18,13457796
19,309794
20,438463
21,301567
22,287411
23,278419
24,16544227
25,760032
26,332949
27,313189
28,18020308
29,5830878
30,332777
31,16502629
32,328749
33,16978711
34,303248
35,288459
36,12118144
37,12787311
38,315727
39,656702
40,340229
41,356198
42,510405
43,22378278
44,260230
45,305351
46,20588987
47,384096
48,11617291
49,15678982
50,359863
51,319082
52,316989
53,14010518
54,308927
55,291262
56,11907984
57,310254
58,14211987
59,15130625
60,305105
61,13316604
62,301786
63,316651
64,498241
65,316786
66,12989300
67,318235
68,322379
69,17167310
70,13109235
71,318885
72,368903
73,341544
74,306709
75,449043
76,15331316
77,10949267
78,326223
79,330307
80,289882
81,472377
82,328582
83,339851
84,299019
85,10413179
86,10986858
87,354587
88,296853
89,980688
90,307481
91,288178
92,11009225
93,329005
94,13399306
95,372317
96,15064507
97,6014162
98,425835
99,2393475
100,13084474
101,311588
102,17111598
103,314090
104,12950121
105,13038474
106,400930
107,10985442
108,8106589
109,330173
110,307923
111,18465937
112,274430
113,14185851
114,3944320
115,10536899
116,343470
117,12915237
118,295267
119,19104072
120,11358910
121,351644
122,11282083
123,315571
124,311626
125,366465
126,283649
127,298055
128,5840577
129,316111
130,290329
131,12754695
132,15004947
133,313979
134,22757150
135,17060048
136,933023
137,308218
138,13190601
139,17931258
140,19637058
141,332198
142,313497
143,11345035
144,291755
145,21439671
146,311392
147,2337915
148,341708
149,398192
150,305349
151,280533
152,12086253
153,12021304
154,3087729
155,15121631
156,11242296
157,13767237
158,20042523
159,353082
160,317366
161,12046892
162,297297
163,297474
164,314539
165,9051781
166,15115105
167,256876
168,322110
169,12134586
170,299785
171,283908
172,11864785
173,14072509
174,398178
175,16332676
176,17082905
177,274802
178,290450
179,278949
180,17762279
181,631323
182,312665
183,292291
184,276882
185,306485
186,7389110
187,335896
188,310482
189,295099
190,12179307
191,298466
192,18417897
193,12007529
194,11421209
195,4656903
196,10288003
197,357723
198,10634779
199,981251
200,535593
201,315344
202,286412
203,2518624
204,27756382
205,10721697
206,14311585
207,294783
208,279325
209,10118411
210,244582
211,380959
212,292844
213,278198
214,285185
215,267449
216,313583
217,13224745
218,310035
219,278434
220,15345745
221,13101827
222,9475296
223,257672
224,324921
225,277783
226,266008
227,256978
228,273827
229,271120
230,13783438
231,336771
232,12354560
233,6851857
234,10591705
235,311109
236,13065767
237,9908018
238,12338060
239,15032853
240,294565
241,16434001
242,13690802
243,338744
244,293305
245,293677
246,14231324
247,265960
248,11201338
249,13879446
250,4973794
251,402730
252,19732119
253,13034053
254,294572
255,288007
256,16067613
257,14644894
258,12099051
259,276771
260,284470
261,13021563
262,20039362
263,12216564
264,285307
265,249528
266,16398923
267,283880
268,23726711
269,1126452
270,1155181
271,12514222
272,312701
273,263749
274,264429
275,14919755
276,301725
277,265014
278,259641
279,279697
280,271255
281,334025
282,18591957
283,394431
284,11492637
285,323773
286,10077385
287,298106
288,17422392
289,301092
290,282748
291,12654259
292,2114111
293,327952
294,300263
295,14631523
296,320835
297,24828229
298,321354
299,324348
300,25288930
301,14167280
302,12219184
303,12398548
304,299800
305,12566437
306,297142
307,10195094
308,18293393
309,355398
310,6573062
311,276192
312,270868
313,267349
314,264823
315,265883
316,282726
317,295634
318,15432730
319,308433
320,12488705
321,12622391
322,13297817
323,386173
324,280375
325,12379755
326,15462858
327,349396
328,11346164
329,13424036
330,308424
331,292104
332,9735857
333,294685
334,267982
335,13178660
336,18477960
337,392994
338,282523
339,269723
340,273349
341,252549
342,288563
343,275750
344,297670
345,275431
346,287847
347,13220149
348,13339579
349,289587
350,273541
351,288504
352,10650261
353,284226
354,271996
355,301528
356,14210536
357,297891
358,296668
359,366157
360,314913
361,284140
362,15539555
363,290703
364,14120218
365,285498
366,271584
367,276288
368,15538460
369,294058
370,522665
371,296763
372,15182455
373,259175
374,274990
375,298864
376,14056271
377,12832677
378,6671123
379,306155
380,284048
381,285241
382,305620
383,340682
384,15095938
385,303527
386,302152
387,306339
388,299007
389,19993478
390,303062
391,270566
392,15765999
393,14734964
394,18738644
395,301772
396,312599
397,15495169
398,291545
399,287580
400,12428750
401,6330610
402,13580121
403,614588
404,16617800
405,293683
406,288173
407,278007
408,278402
409,268306
410,11987745
411,282148
412,12589294
413,11545432
414,287461
415,269801
416,273033
417,293623
418,14985719
419,442792
420,276822
421,261496
422,271861
423,12266691
424,25442801
425,14267440
426,15434483
427,291344
428,273368
429,292014
430,13462480
431,291873
432,489861
433,268156
434,261495
435,284928
436,269248
437,242936
438,270564
439,15337270
440,15082486
441,292804
442,563635
443,274057
444,277247
445,309178
446,304112
447,14263007
448,310350
449,16918242
450,297035
451,263419
452,380240
453,273470
454,9825867
455,15018599
456,13081965
457,283763
458,282330
459,297464
460,9257286
461,288208
462,616046
463,296531
464,287974
465,308074
466,14627125
467,16192762
468,295741
469,705902
470,12305571
471,300624
472,277355
473,271534
474,266694
475,797486
476,327556
477,15085650
478,279395
479,262104
480,264327
481,23392665
482,12039525
483,293040
484,268437
485,265511
486,10089734
487,282535
488,248576
489,291879
490,11103316
491,5032166
492,296362
493,398746
494,272050
495,11538879
496,11260193
497,273269
498,2072311
499,310944
500,288568
501,10157603
502,17992658
503,11247878
504,380355
505,266029
506,253798
507,311048
508,17504795
509,281718
510,11534514
511,329841
512,258236
513,253211
514,246955
515,13858763
516,293880
517,13352810
518,308435
519,290554
520,306845
521,14477910
522,12363077
523,13829261
524,13720254
525,7390734
526,296280
527,9440671
528,11253599
529,299407
530,266425
531,257865
532,270317
533,14145144
534,270177
535,11363481
536,287116
537,264868
538,341999
539,16772392
540,293556
541,269633
542,254083
543,297128
544,232582
545,283190
546,10637510
547,15004517
548,9229133
549,369183
550,14124962
551,12377199
552,279705
553,12411884
554,285198
555,285065
556,280158
557,270439
558,795079
559,298916
560,256461
561,287885
562,290203
563,300419
564,259119
565,288849
566,259290
567,266935
568,327636
569,12663824
570,293562
571,287896
572,12832589
573,290130
574,289442
575,484241
576,283827
577,248174
578,263398
579,258351
580,289355
581,303423
582,14290656
583,12031891
584,18129045
585,11354937
586,289032
587,19902981
588,290241
589,286686
590,263139
591,254798
592,283864
593,310539
594,287730
595,265595
596,255964
597,308093
598,241629
599,300877
600,264414
601,256596
602,309947
603,12021673
604,290461
605,275396
606,252555
607,14471026
608,282748
609,12278443
610,271628
611,355627
612,265600
613,10347536
614,1327318
615,303634
616,250244
617,269518
618,241723
619,296479
620,272430
621,259826
622,4565426
623,316951
624,15201500
625,266723
626,242804
627,308191
628,11147686
629,278098
630,275966
631,266348
632,15275780
633,265166
634,259816
635,251234
636,257539
637,257883
638,245155
639,268480
640,303455
641,284170
642,15385612
643,281476
644,258294
645,15419210
646,283044
647,250164
648,12865305
649,28327045
650,281223
651,246595
652,240730
653,12261151
654,257764
655,12132314
656,269026
657,259716
658,238725
659,375441
660,276103
661,240229
662,249238
663,11234049
664,238364
665,14516983
666,3639316
667,11595117
668,10337692
669,13213796
670,430609
671,260341
672,12127527
673,250474
674,249606
675,252166
676,14673604
677,12219229
678,12003897
679,223504
680,279836
681,246621
682,235251
683,357197
684,283348
685,274168
686,295848
687,14103629
688,269001
689,536837
690,257290
691,287403
692,11370302
693,279004
694,284999
695,10965709
696,235606
697,264985
698,265403
699,17225827
700,262429
701,12400852
702,10192389
703,14346144
704,505063
705,266998
706,245243
707,14080064
708,273086
709,236910
710,12152987
711,261322
712,14638756
713,285905
714,280036
715,247264
716,250848
717,284614
718,7928743
719,6512828
720,260679
721,241462
722,236059
723,12096957
724,275223
725,258350
726,14915095
727,278842
728,246507
729,308691
730,8907516
731,15190063
732,278862
733,271406
734,12014386
735,272349
736,245457
737,8132248
738,10965541
739,266743
740,10224864
741,262318
742,288969
743,254057
744,12435459
745,278272
746,298462
747,11550425
748,15165756
749,9916432
750,9144099
751,240860
752,11825752
753,9187446
754,284691
755,278600
756,274291
757,273025
758,216088
759,210719
760,13817772
761,296556
762,11162424
763,10312159
764,272149
765,7422047
766,270173
767,25373048
768,13327201
769,265886
770,256914
771,247058
772,273338
773,10316134
774,267796
775,11672411
776,10089935
777,13103024
778,286066
779,258159
780,239256
781,12197811
782,283804
783,14080623
784,10152735
785,277639
786,262161
787,257074
788,259204
789,269083
790,10923407
791,257303
792,249271
793,236531
794,10197735
795,283364
796,262195
797,258740
798,242182
799,768290
800,11293234
801,252110
802,265001
803,240874
804,359426
805,409130
806,12855827
807,270087
808,19450645
809,431744
810,259604
811,251332
812,12019085
813,274990
814,257691
815,253237
816,247922
817,14754193
818,279831
819,354242
820,287645
821,277205
822,15440105
823,269079
824,10942502
825,262593
826,612763
827,11244220
828,14016018
829,14135622
830,431074
831,266678
832,259556
833,13928224
834,15075839
835,14578910
836,12397380
837,10841711
838,10452277
839,272466
840,254881
841,256592
842,14285242
843,277952
844,352449
845,8783376
846,14380611
847,354760
848,10125147
849,294576
850,225969
851,15398050
852,11280130
853,28159677
854,11053172
855,286779
856,617182
857,281184
858,296887
859,17045319
860,266458
861,217175
862,266368
863,248844
864,9365236
865,260563
866,11455439
867,272466
868,7467265
869,9089088
870,17140067
871,241668
872,15402911
873,299886
874,282499
875,284967
876,12012220
877,272356
878,284531
879,22535251
880,286296
881,270499
882,256827
883,264885
884,245429
885,296491
886,10191323
887,262262
888,10797364
889,261900
890,250426
891,259401
892,283665
893,14220557
894,14935960
895,273850
896,13191939
897,271039
898,13425999
899,10921832
900,14121760
901,273021
902,254038
903,11138889
904,17562405
905,263648
906,9976961
907,297059
908,275194
909,267266
910,252536
911,15283385
912,292358
913,281406
914,12122915
915,277433
916,245120
917,14096425
918,12134999
919,267235
920,9314474
921,13394719
922,228234
923,264293
924,251846
925,216374
926,255597
927,1378650
928,294276
929,8625534
930,10452791
931,14181092
932,12398682
933,276165
934,12687112
935,12424434
936,254563
937,237857
938,322147
939,265905
940,14139877
941,12088385
942,243627
943,13439383
944,11776755
945,367197
946,8807621
947,274817
948,10585836
949,257518
950,243357
951,296964
952,278325
953,485336
954,15203511
955,9839003
956,262561
957,244999
958,247146
959,7806930
960,224684
961,275393
962,11338694
963,237625
964,15443539
965,12457036
966,277536
967,13147171
968,271188
969,233720
970,289265
971,235554
972,233789
973,14457249
974,262161
975,246285
976,331103
977,232244
978,250391
979,237266
980,25638677
981,267504
982,218977
983,250410
984,243765
985,264898
986,14219650
987,258588
988,9365180
989,265227
990,342435
991,558571
992,11131123
993,259870
994,11939012
995,1864086
996,281363
997,254358
998,239636
999,313786
1000,280303
