iteration,ns
1,5762245
2,25358198
3,3992332
4,25087814
5,25644758
6,1986986
7,844412
8,17392885
9,6383651
10,6046169
11,9090483
12,6105400
13,1380715
14,18776018
15,10519304
16,4394895
17,13066387
18,7249417
19,18046993
20,343567
21,5588584
22,3801590
23,353728
24,22978814
25,10327100
26,6615086
27,2412113
28,1646601
29,10706783
30,7654429
31,14060968
32,11810303
33,6299723
34,9701505
35,3584380
36,13043619
37,12391568
38,1665831
39,6389364
40,22524637
41,10602471
42,7333384
43,730098
44,9837953
45,8152119
46,542259
47,6884179
48,5824750
49,10311507
50,7516051
51,11777055
52,3981225
53,3883999
54,1827689
55,583135
56,331914
57,991081
58,2205664
59,323032
60,1371013
61,743197
62,633902
63,6423407
64,879033
65,4951152
66,5738418
67,3372068
68,7627404
69,18377194
70,4559727
71,12865688
72,5842738
73,6989747
74,14386088
75,8522431
76,699311
77,76236827
78,5483523
79,4606439
80,12223966
81,1975582
82,4509019
83,3333001
84,1191872
85,7934142
86,4897126
87,2175451
88,1781629
89,6671037
90,1776992
91,7284971
92,28921237
93,13030632
94,15364773
95,21961020
96,11249518
97,20867578
98,12848700
99,1616480
100,4155405
101,742978
102,4408477
103,8585514
104,10295325
105,44342168
106,400311
107,7482525
108,18146592
109,343711
110,22221035
111,1758374
112,322169
113,4223501
114,819715
115,3411743
116,791712
117,5587429
118,2373237
119,5754219
120,7024850
121,1412599
122,52443589
123,12224414
124,8204360
125,16242136
126,2296985
127,8666180
128,12724438
129,19089720
130,17681783
131,10907037
132,6909859
133,13052984
134,2113613
135,2497174
136,1298531
137,4283314
138,4532568
139,1624494
140,5162131
141,11470221
142,335425
143,4156639
144,2194908
145,19455084
146,4966421
147,4846692
148,9173762
149,688294
150,3942901
151,11411251
152,6166554
153,7596277
154,8198964
155,293774
156,7075302
157,3222607
158,306571
159,4235115
160,5224258
161,11937220
162,1521057
163,322733
164,7677708
165,328907
166,18239633
167,4962167
168,743577
169,7848400
170,4784452
171,1780964
172,3961466
173,6485278
174,1087024
175,797449
176,1148811
177,3519883
178,5210245
179,15377866
180,15279909
181,314215
182,14548410
183,46368162
184,2721534
185,294506
186,7556878
187,5503392
188,4469996
189,3193381
190,1455826
191,682216
192,3244427
193,298386
194,4236824
195,4264060
196,6864019
197,1453157
198,4639026
199,333443
200,1403509
201,4660178
202,9295964
203,7481072
204,12859508
205,8739737
206,4433103
207,1416574
208,6638835
209,8393570
210,12936517
211,800856
212,4198212
213,2032880
214,1542366
215,1269514
216,8127495
217,3826736
218,294557
219,32602851
220,3687830
221,654896
222,1871584
223,7274444
224,1736043
225,1524833
226,1470539
227,295566
228,17675856
229,4935752
230,1039786
231,4070871
232,2167884
233,4524110
234,300681
235,1354718
236,8352842
237,5637098
238,4509035
239,3693936
240,5067114
241,10360961
242,1796296
243,5409248
244,3771882
245,6824539
246,1125092
247,4708785
248,1910309
249,2037994
250,5311647
251,9782056
252,4410520
253,309100
254,965099
255,531387
256,4072945
257,7621974
258,1606132
259,1614461
260,1457308
261,3435355
262,2449029
263,4258169
264,350066
265,1377183
266,2455155
267,1039478
268,3891856
269,1721798
270,3171059
271,296612
272,9455463
273,6674388
274,2545921
275,5868516
276,5921551
277,2606929
278,304983
279,2968478
280,6210764
281,1864893
282,1972314
283,1464773
284,2813825
285,563358
286,10654587
287,921207
288,4262483
289,9570580
290,291959
291,7101897
292,4126853
293,1093942
294,285493
295,4238395
296,1329474
297,7507451
298,290552
299,4013294
300,4655705
301,616455
302,3717885
303,2721523
304,5005907
305,7155824
306,286032
307,3299312
308,1079572
309,2610500
310,1530092
311,1702492
312,721270
313,649113
314,2644868
315,4499928
316,1123317
317,2533424
318,1869532
319,5383614
320,1314024
321,9052583
322,1629428
323,9377440
324,1257790
325,6412320
326,782205
327,303238
328,1181625
329,4767949
330,4570275
331,1395883
332,7229265
333,3677374
334,522885
335,1039471
336,4202484
337,1502930
338,3972152
339,626888
340,1136519
341,1596676
342,2022873
343,9465072
344,665423
345,2396337
346,1183521
347,2146516
348,2731108
349,1519513
350,281699
351,5104943
352,1777769
353,1374197
354,7894230
355,2849844
356,1341325
357,2952828
358,608076
359,5085596
360,5629634
361,8238709
362,4469192
363,4945913
364,308390
365,308956
366,2469918
367,1135571
368,3404085
369,1653657
370,1119345
371,1047958
372,1395456
373,2508759
374,1323795
375,299396
376,7336136
377,11108683
378,2808040
379,30055273
380,22193745
381,2584097
382,331929
383,5476175
384,10253714
385,7278899
386,4590311
387,1362333
388,540388
389,2786953
390,7200308
391,1587564
392,5290913
393,1550059
394,287604
395,401934
396,4088170
397,5725566
398,1411970
399,1468841
400,4212494
401,331290
402,306249
403,3912485
404,686215
405,755453
406,1703721
407,586874
408,1576798
409,3142514
410,1526091
411,2323311
412,1093798
413,4524438
414,5941164
415,4160796
416,1751033
417,3838996
418,1755255
419,323337
420,3716550
421,10550483
422,3238165
423,645452
424,318963
425,6273940
426,2904310
427,606232
428,3608953
429,294454
430,7106929
431,824787
432,1526162
433,554129
434,5395775
435,1704917
436,295500
437,1892920
438,4246930
439,5168892
440,3019904
441,655571
442,2340887
443,4218830
444,4506870
445,1572453
446,2123659
447,1125737
448,1843002
449,1856666
450,2839344
451,8090409
452,5622209
453,1486945
454,376637
455,7299212
456,7814987
457,3482216
458,1619186
459,7351157
460,1745939
461,368621
462,1273011
463,314530
464,2132760
465,1614286
466,528998
467,378752
468,2076365
469,2810985
470,1608444
471,291166
472,288076
473,2041426
474,3253395
475,1498182
476,1431339
477,325685
478,2246169
479,302164
480,1325563
481,6375790
482,303445
483,1218575
484,7495965
485,1001103
486,1520258
487,283686
488,1998007
489,3250236
490,5125993
491,4864732
492,293695
493,1937929
494,1735740
495,9283507
496,396921
497,3337867
498,4586147
