iteration,ns
1,42696486
2,16888281
3,20888339
4,13027489
5,12371971
6,11918185
7,22413363
8,11145470
9,10646140
10,10440149
11,14529306
12,6704534
13,19111131
14,23177549
15,13136383
16,12412625
17,7927722
18,12922170
19,15356280
20,29092109
21,13004831
22,12064593
23,11971958
24,13267736
25,12290010
26,19356003
27,10591522
28,23364135
29,20213304
30,19232093
31,17306964
32,11635343
33,16248913
34,9246318
35,12062907
36,14029721
37,13981275
38,12248724
39,11989646
40,16081269
41,19535081
42,13420940
43,9618373
44,10962669
45,8913391
46,8022817
47,12930133
48,13202974
49,11982689
50,15966375
51,17039490
52,8044504
53,16042857
54,8070518
55,8763986
56,24675220
57,12153985
58,15980445
59,12010790
60,15510139
61,9692266
62,8161114
63,15280745
64,8913872
65,10385403
66,14941813
67,13058158
68,20096539
69,12336273
70,9724597
71,18323327
72,16981667
73,7998301
74,7845316
75,24439584
76,13148624
77,9090574
78,7251697
79,11921481
80,12068786
81,13222109
82,17917032
83,10820369
84,13041843
85,13070862
86,14924245
87,9048986
88,7902509
89,15752308
90,9565331
91,12946584
92,12907772
93,18730996
94,10084463
95,8937254
96,17294292
97,11960024
98,11868489
99,17590130
100,10131468
101,19400560
102,20204011
103,20736905
104,11613932
105,11504964
106,12090633
107,17841491
108,9652652
109,9163503
110,12215796
111,12527764
112,12133201
113,11492815
114,14143540
115,11397353
116,12882590
117,12445045
118,10404403
119,12403794
120,9772876
121,10828032
122,9166499
123,11925881
124,8773637
125,8853196
126,7713116
127,6784823
128,10825497
129,9775065
130,12010925
131,16006766
132,6947597
133,10523827
134,11844778
135,8890403
136,12703817
137,10065722
138,12178882
139,11038066
140,12696249
141,10296021
142,10449845
143,11377191
144,9572516
145,7992809
146,12004983
147,11831564
148,10182981
149,14560061
150,9615514
151,14542989
152,11432328
153,11438159
154,12502371
155,18807513
156,7649773
157,12273558
158,10977831
159,14363616
160,12357658
161,14995712
162,10861468
163,9829347
164,13092645
165,7902045
166,11874202
167,9934049
168,9784263
169,7820427
170,9365369
171,10995243
172,8926907
173,12268499
174,8802389
175,8821997
176,12864514
177,17079948
178,11227928
179,16101452
180,8400681
181,9865063
182,7840834
183,8773508
184,12066063
185,8964982
186,11683418
187,6991586
188,13683538
189,9951601
190,12914200
191,8897831
192,13069085
193,11821661
194,16975712
195,10386232
196,14991763
197,11001447
198,9451765
199,10768376
200,10745732
201,11156952
202,11081004
203,9855957
204,8868660
205,16284129
206,11464662
207,7229022
208,15724648
209,12099135
