iteration,ns
0,70564350564
1,70837920341
2,70609464328
3,70529043316
4,70614988603
5,70738198968
6,70595630171
7,70504189915
8,70466862564
9,70496995321
10,71283219297
11,70708620827
12,72214693321
13,72275945779
14,70851733527
15,70573783812
16,70545468534
17,70614979911
18,70566528644
19,70554238292
20,70449611109
21,70287780090
22,70447679233
23,70686416935
24,70669001681
25,70723098218
26,70904857363
27,70695236438
28,70704633188
29,70787626892
30,70821340419
31,70841568964
32,70725852503
33,70691346667
34,70639555195
35,70617364718
36,70506136126
