iteration,ns
0,72174873641
1,72536938674
2,72259860485
3,72226902852
4,72166715292
5,72404119041
6,72155910148
7,73486000899
8,72162537005
9,73196808144
10,72570126915
11,72256468147
12,73680992457
13,73948804740
14,72166344224
15,72154908994
16,72098770335
17,72204282057
18,72403013125
19,72161160092
20,72273468492
21,72126139301
22,72248470530
23,72337413625
24,72359913976
25,72190985796
26,72547488579
27,72123657730
28,72291695748
29,72286324351
30,72171509841
31,72185120737
32,72145679723
33,72388087552
34,72230242412
35,72186638072
36,72231987632
