iteration,ns
0,70300412427
1,70517936689
2,70537570338
3,70483574168
4,70316148998
5,70587042707
6,70595007112
7,70474944872
8,70456693288
9,70457704134
10,70859131150
11,70408965320
12,70476805495
13,70444369157
14,70411126985
15,70457887587
16,70547644363
17,70612266762
18,70362132776
19,70340139704
20,70450559971
21,70288052710
22,70290345334
23,70329022429
24,70277670251
25,70271361508
26,70599979506
27,70371882774
28,70448801999
29,70441102515
30,70369583019
31,70421624187
32,70482186801
33,70417538001
34,70515973053
35,70510662598
36,70503782109
