iteration,ns
1,65793568
2,17491452
3,15223726
4,11169427
5,21703579
6,11864804
7,22352545
8,13053318
9,12126894
10,11141044
11,10168819
12,15033190
13,12017514
14,8141849
15,11979573
16,52396115
17,19484129
18,49239235
19,11945473
20,12142817
21,17010329
22,14384665
23,18320626
24,18426566
25,13465032
26,10069488
27,18204294
28,10190418
29,17683685
30,13301482
31,13753959
32,13625485
33,14569667
34,13068683
35,13619912
36,15572917
37,10554761
38,13980304
39,18121750
40,13672701
41,12957799
42,11353253
43,18100962
44,15567430
45,19790130
46,9925837
47,15607121
48,14134149
49,12010150
50,20039208
51,10864235
52,11095962
53,19139025
54,8008650
55,11990932
56,7921233
57,19802780
58,14011168
59,11696691
60,10930402
61,10168199
62,8001676
63,28244045
64,12030921
65,19607809
66,13031838
67,16093830
68,8058307
69,20217018
70,11964160
71,13158677
72,24101360
73,20260022
74,15854488
75,15796911
76,23126766
77,14478979
78,10153181
79,12588897
80,18967312
81,12939515
82,17527633
83,9691838
84,13083072
85,14058327
86,14557698
87,11150711
88,15224858
89,13951696
90,12946190
91,15242805
92,7982002
93,12513304
94,7918037
95,11932292
96,11774267
97,14602437
98,13011291
99,9059857
100,19134536
101,14968750
102,9959285
103,13128898
104,8064520
105,12170527
106,11916371
107,12477292
108,11800130
109,9930830
110,8915990
111,8988650
112,9126010
113,12778434
114,11046158
115,11278356
116,11897598
117,16793174
118,10087041
119,12071125
120,17978258
121,14102768
122,8092181
123,11922449
124,7973679
125,16309459
126,7887545
127,8937653
128,7954400
129,21545290
130,8199197
131,11982137
132,7866820
133,12928972
134,8914583
135,12913160
136,8987087
137,7865848
138,12982259
139,7878799
140,13143474
141,11946129
142,8906634
143,12900616
144,20991219
145,11857819
146,14214864
147,15020514
148,7936157
149,13019778
150,11218248
151,13253687
152,7976113
153,7980917
154,7927936
155,13104506
156,11955639
157,16984461
158,12100457
159,7954686
160,12939706
161,8895260
162,12906665
163,12919085
164,8917840
165,13071430
166,7949822
167,8913275
168,23008874
169,13143741
170,10541068
171,14861236
172,13056359
173,11881402
174,8890432
175,12971984
176,12140785
177,11691848
178,9894575
179,10553618
180,10936266
181,10224257
182,10909543
183,10706824
184,14809026
185,13110353
186,7926731
187,13129174
188,12125504
189,11010927
190,10264170
191,15443077
192,12013222
193,12019677
194,8017669
195,31516986
196,9052216
197,11995437
198,12825480
199,13057657
200,11841850
201,12268713
202,10935138
203,25116667
204,13123023
205,18227442
206,7084380
207,9901229
208,15030315
209,10929583
210,12891869
211,10003269
212,10899576
213,8896349
214,12870690
215,13337162
216,7852696
217,13136032
218,7887339
219,8975235
220,13054026
221,12376127
222,16049302
223,12010308
224,9756197
225,11160816
226,9044901
227,15305044
228,9120679
229,15065659
230,17566789
231,12102591
232,11386892
233,12580512
234,13219521
235,11214085
236,9221475
237,14979910
238,12029477
239,9072115
240,11009248
241,9041005
242,11688681
243,20097857
244,7963018
245,8900515
246,8887432
247,10324499
248,14386475
249,12870537
250,13062396
251,7819682
252,12914781
253,12709676
254,29730618
255,7850278
256,7986016
257,11140957
258,8921352
259,10489345
260,11046786
261,7859898
262,12912882
263,20990426
264,20283677
265,7873190
266,8908652
267,10507010
268,14962033
269,8997266
270,7968613
271,7948757
272,8981198
273,7998377
274,12036599
275,11973221
276,12685100
277,13002331
278,10213506
279,14235263
280,8074094
281,12269624
282,13898450
283,15249309
284,7984867
285,8012716
286,7983463
287,11210630
288,8875430
289,11935365
290,12777033
291,9048291
292,8906292
293,12489884
294,8874477
295,11908947
296,13920723
297,27264433
298,10048552
299,20055942
300,7885957
301,18149299
302,10946666
303,13083337
304,8057737
305,43660570
306,12596126
307,10931709
308,68364985
309,90857012
310,46713487
311,39736171
312,62748612
313,55776707
314,120632175
315,12701848
316,20167177
317,16088533
318,12127637
319,16255452
320,9791038
321,10975359
322,10775361
323,11418316
324,10112817
325,14305680
326,8684625
327,12130807
328,9077977
329,11692203
330,9535529
331,6341394
332,13111743
333,12125008
334,12166734
335,10187735
336,10435009
337,8042942
338,8655543
339,6892610
340,10016229
341,16234667
342,15352445
343,10379759
344,14403839
345,13352380
346,7960106
347,16467697
348,13258588
349,12079648
350,12209971
351,12449950
352,11665399
353,14352231
354,11463754
355,8105460
356,12266976
357,12575389
358,14066173
359,22032279
360,12274144
361,12591521
362,8126884
363,8424187
364,12087287
365,12017177
366,8057841
367,12107082
368,8006737
369,12026716
370,7958607
371,9290510
372,7935007
373,10890759
374,15072974
375,15168532
376,10963850
377,15249167
378,7930412
379,13226125
380,7972903
381,13092295
382,13127121
383,9870096
384,7948766
385,7948197
386,8100022
387,8254515
388,7919111
389,12563018
390,9819029
391,11425713
392,15791920
393,10458121
394,15129254
395,7956764
396,13068251
397,12093122
398,8095487
399,11920620
400,12979568
401,12277032
402,8968518
403,12456734
404,10664798
405,10993954
406,9855161
407,12959227
408,15059374
409,13449879
410,15169202
411,12093079
412,7937178
413,13302717
414,12445899
415,11096677
416,10452736
417,15224858
418,15823032
419,15494492
420,10951163
421,15019166
422,19474181
423,11106705
424,13458811
425,15356268
426,12017887
427,12118236
428,8009282
429,12103233
430,12084789
431,12411224
432,9776646
433,14558501
434,13171043
435,12071871
436,11280513
437,11037807
438,13999669
439,14877968
440,10629294
441,13149844
442,18272389
443,9510738
444,15265761
445,11969885
446,9058561
447,7974708
448,12288714
449,13261233
450,8885185
451,12179409
452,10691005
453,10254974
454,12206556
455,9105982
456,11430732
457,16480915
458,9583350
459,8084696
460,14711030
461,9060186
462,24209674
463,9173242
464,12164886
465,12248371
466,11831186
467,12484201
468,12323155
469,8444406
470,12076737
471,12039808
472,9187526
473,12861570
474,8360044
475,11429532
476,9067951
477,11485375
478,11642060
479,10005310
480,12279625
481,15572527
482,9394996
483,9841486
484,11055244
485,11084699
486,9184672
487,11627532
488,7974039
489,13310989
490,8096866
491,9534537
492,15278746
493,7988814
494,7931810
495,12969896
496,9000101
497,10591522
498,10003545
499,7963090
500,13121437
501,7975454
502,179027306
503,11688318
504,12038104
505,15130661
506,9031016
507,12906834
508,14349291
509,13346244
