iteration,ns
1,10757350
2,528612
3,532678
4,171449
5,186169
6,163450
7,10447919
8,11390924
9,1474191
10,6123665
11,10977819
12,178785
13,11154141
14,10319334
15,223045
16,940300
17,431487
18,214311
19,7271097
20,15572770
21,1368062
22,13172695
23,177003
24,180363
25,405451
26,811679
27,160334
28,172302
29,14261244
30,4786191
31,15236555
32,13495643
33,258899
34,12196533
35,202958
36,206091
37,215300
38,327881
39,14474178
40,3279169
41,2238528
42,239824
43,437373
44,200040
45,158512
46,13510042
47,7203756
48,330667
49,3258840
50,243549
51,200899
52,218875
53,12235625
54,5154592
55,224390
56,235788
57,243423
58,19529826
59,12447960
60,16857227
61,249591
62,156363
63,11131505
64,186852
65,134238
66,131749
67,116549
68,132453
69,11243757
70,162103
71,406542
72,18870967
73,622620
74,4913441
75,157809
76,5252598
77,197618
78,203383
79,15026165
80,10653138
81,13216695
82,187135
83,135310
84,167117
85,142897
86,127463
87,127625
88,4957989
89,6359749
90,10060695
91,158117
92,136685
93,164639
94,13950599
95,6786948
96,153563
97,190812
98,11055109
99,151515
100,138705
101,422801
102,13514893
103,13046976
104,5668195
105,229348
106,1768124
107,200515
108,158175
109,12469407
110,1699173
111,21814119
112,11843614
113,1030211
114,7442655
115,209819
116,6870394
117,13649288
118,17716857
119,11804004
120,5558558
121,362881
122,16915160
123,11370347
124,314208
125,237173
126,929071
127,316306
128,288800
129,11151857
130,293951
131,243788
132,198679
133,260649
134,10883534
135,13300488
136,251995
137,624687
138,205192
139,192289
140,192690
141,9506911
142,11428209
143,913333
144,17427335
145,282396
146,522671
147,13190205
148,13520313
149,22146849
150,17264227
151,202214
152,11441988
153,155799
154,160021
155,168598
156,456053
157,280538
158,14314112
159,14359834
160,6858553
161,388998
162,208939
163,13637115
164,247866
165,190466
166,190667
167,168507
168,217135
169,145846
170,206758
171,11032907
172,12208717
173,12800829
174,248434
175,171789
176,154000
177,10910352
178,170524
179,162231
180,6086002
181,211469
182,194785
183,149259
184,12452180
185,730504
186,7293740
187,235559
188,218660
189,346199
190,13905834
191,194780
192,136680
193,8550144
194,431942
195,1018814
196,14596521
197,436346
198,8103161
199,179688
200,184396
201,169007
202,9777795
203,156215
204,150844
205,9287526
206,417474
207,434457
208,213015
209,234721
210,804158
211,168924
212,207538
213,177003
214,9864319
215,175229
216,145838
217,171107
218,5315466
219,13636497
220,237661
221,25372021
222,182228
223,497652
224,157167
225,203644
226,12449966
227,290905
228,6993090
229,814918
230,11664541
231,261464
232,11634144
233,250762
234,150593
235,9080238
236,191343
237,212320
238,13155277
239,154347
240,12041661
241,214144
242,6006623
243,548596
244,210998
245,247707
246,206618
247,175316
248,195459
249,180578
250,161821
251,23286115
252,972913
253,451517
254,10172313
255,230488
256,181019
257,135686
258,168421
259,14315713
260,407458
261,8878498
262,4765709
263,208432
264,13257017
265,167681
266,146932
267,177875
268,178831
269,274703
270,255962
271,244647
272,205825
