iteration,ns
1,31285416
2,12001022
3,12008031
4,16094508
5,12876410
6,11608193
7,16681111
8,8929708
9,11395024
10,16872180
11,14362031
12,11897156
13,19229149
14,17793360
15,10734302
16,10758331
17,31701970
18,21263014
19,10570372
20,17149558
21,14497412
22,11844101
23,13804488
24,23864929
25,19926021
26,22145521
27,15363226
28,30720773
29,11011103
30,118661828
31,16775842
32,33427286
33,17424350
34,10895466
35,9346993
36,27111444
37,17909797
38,26776308
39,27311744
40,22623428
41,16651895
42,18402998
43,26643070
44,35888717
45,28768029
46,11783267
47,9602453
48,15161193
49,15375637
50,61544454
51,15647453
52,17315354
53,15751213
54,12910734
55,12567490
56,15348689
57,25699881
58,19368872
59,19826745
60,17637082
61,15421071
62,9395999
63,16840656
64,47893704
65,11828401
66,20518526
67,17915593
68,35224241
69,25087923
70,77042949
71,26124505
72,29679488
73,23693749
74,15117475
75,12842482
76,25174983
77,16128028
78,12765556
79,9120916
80,9131614
81,12168944
82,14748995
83,23905285
84,10175862
85,17479644
86,14475340
87,21323009
88,23254200
89,8730878
90,32975785
91,10719742
92,21879082
93,10190767
94,15719568
95,11580922
96,13894196
97,26063138
98,18034561
99,10218468
100,11304345
101,14832004
102,19066439
103,18813850
104,20889474
105,19749726
106,15795720
107,26124394
108,14440530
109,14839173
110,15282067
111,13786881
112,12643288
113,17022654
114,12741499
115,15694253
116,11160633
117,11663353
118,18756174
119,16788638
120,16506026
121,15593968
122,11859239
123,9557161
124,25944075
125,12715150
126,11840717
127,16957322
128,14056128
129,12025511
130,14451175
131,22347675
132,19420128
133,8994212
134,9307210
135,7462138
136,16603955
137,14837932
138,6486199
139,15892559
140,9687042
141,8579874
142,12709953
143,13433186
144,15422577
145,12463190
146,8523703
147,15238698
148,10929950
149,10927714
150,9650692
151,10262404
152,15788270
153,7381718
154,12416651
155,12615440
156,12869763
157,12613985
158,28779546
159,12625867
160,16555261
161,23778464
162,12126748
163,9468507
164,16659085
165,12794560
166,8974760
167,10914016
168,12896588
169,11723062
170,31605280
