iteration,ns
1,320155
2,324624
3,309882
4,299038
5,296601
6,291132
7,298039
8,292566
9,296579
10,278553
11,310401
12,290913
13,293005
14,352391
15,321856
16,309202
17,300162
18,335679
19,311177
20,340802
21,5945763
22,349824
23,320087
24,3782101
25,382093
26,299098
27,256512
28,260647
29,253831
30,245320
31,6081594
32,431501
33,324573
34,269407
35,260975
36,262530
37,250310
38,247408
39,249631
40,298408
41,312555
42,275681
43,269869
44,261663
45,255498
46,251096
47,245480
48,251359
49,255808
50,264179
51,258972
52,245370
53,314843
54,300997
55,269672
56,253373
57,247832
58,253821
59,298009
60,267457
61,269933
62,253440
63,253781
64,301889
65,301990
66,286111
67,268111
68,275465
69,247300
70,253915
71,769304
72,494962
73,296582
74,313245
75,324498
76,303713
77,284967
78,252353
79,242842
80,248790
81,254158
82,5509599
83,314918
84,264492
85,247143
86,250442
87,1599982
88,284052
89,252060
90,238135
91,241447
92,240371
93,1010951
94,300711
95,342059
96,295574
97,241779
98,253578
99,244633
100,282984
101,268729
102,272196
103,246726
104,272966
105,247287
106,253212
107,258199
108,243722
109,255412
110,265069
111,252611
112,245505
113,234124
114,244438
115,250946
116,295270
117,1941352
118,355871
119,273013
120,241444
121,252336
122,246802
123,1780080
124,285183
125,269201
126,282590
127,272002
128,262959
129,298068
130,264758
131,287025
132,306315
133,282858
134,263226
135,295970
136,279412
137,281022
138,252780
139,256689
140,258714
141,297879
142,268743
143,246803
144,253191
145,255642
146,301719
147,297233
148,267803
149,257987
150,277287
151,304173
152,297331
153,307549
154,269751
155,247426
156,269910
157,247221
158,248404
159,260419
160,251751
161,237561
162,281450
163,653784
164,281170
165,247038
166,250670
167,250399
168,238156
169,237665
170,229839
171,245734
172,299833
173,238173
174,239093
175,241049
176,340459
177,292096
178,247587
179,260534
180,242015
181,245298
182,249958
183,243576
184,286594
185,279058
186,275189
187,262362
188,254377
189,250172
190,262431
191,310298
192,277979
193,267626
194,241126
195,243553
196,255382
197,296574
198,257830
199,897567
200,312052
201,321453
202,281571
203,251113
204,264387
205,251440
206,276307
207,259582
208,252985
209,248943
210,253941
211,303059
212,269342
213,258266
214,260969
215,251750
216,258635
217,298910
218,268161
219,289064
220,258413
221,257861
222,276262
223,238077
224,254651
225,252612
226,239417
227,265548
228,255690
229,257717
230,242188
231,249835
232,245185
233,242172
234,287465
235,266774
236,253653
237,267544
238,305761
239,272307
240,281784
241,259433
242,260772
243,265795
244,250567
245,302553
246,280477
247,277021
248,805922
249,315349
250,306643
251,300597
252,285404
253,254529
254,245573
255,249778
256,288708
257,288155
258,259251
