;file;mean;median;len;std;conf_1_low;conf_1_high;conf_2_low;conf_2_high
0;./counter/weak/;0.0158123516575;0.015027905000000001;4000;0.0058000717121377285;0.015720619544791477;0.015904083770208525;0.015628856773983464;0.015995846541016538
0;./counter/op_mixed/;0.04887157271;0.02225657;4000;0.040389205382648015;0.048232789721745675;0.04951035569825432;0.04759379324366941;0.05014935217633058
0;./counter/mixed/;0.09182229983;0.090414085;4000;0.00900850094073661;0.09167982420820706;0.09196477545179294;0.09153730096915491;0.09210729869084508
0;./counter/strong/;0.09212005880999999;0.090407355;4000;0.011286891758195182;0.09194154887455816;0.09229856874544182;0.09176297927870736;0.09247713834129262
0;./message-groups/weak/;0.0478459996325;0.01444894;4000;0.07289682479782594;0.0466930863444705;0.04899891292052949;0.04553978773739355;0.05015221152760645
0;./message-groups/op_mixed/;0.0530989788775;0.020727195;4000;0.07226668872828809;0.05195603162365446;0.05424192613134554;0.05081270238154344;0.055385255373456566
0;./message-groups/mixed/;0.05825510631749999;0.01765787;4000;0.08250153318501761;0.056950287977941126;0.059559924657058866;0.055645033550634;0.060865179084365985
0;./message-groups/strong/;0.1943298312475;0.0521663;4000;0.3219544714381726;0.18923790043582148;0.19942176205917853;0.1841442678327329;0.2045153946622671
0;./twitter-clone/weak/;0.025029913457499997;0.024275445;4000;0.00827454799273641;0.02489904580503747;0.025160781109962525;0.024768134414854412;0.025291692500145582
0;./twitter-clone/op_mixed/;0.037764689687500005;0.0253159;4000;0.026922525635151937;0.037338891476972086;0.038190487898027925;0.0369129509589848;0.03861642841601521
0;./twitter-clone/strong/;0.0645025831975;0.061002390000000004;4000;0.011598383174253131;0.06431914681164451;0.0646860195833555;0.0641356491188944;0.06486951727610561
0;./twitter-clone/weak_datacentric/;0.02972642194;0.029138175;4000;0.011410133810930773;0.029545962846955813;0.02990688103304419;0.029365443442068092;0.03008740043793191
0;./twitter-clone/mixed/;0.048094016100000005;0.05151877;4000;0.01694956001168072;0.047825947181800665;0.048362085018199344;0.047557788671381954;0.048630243528618056
0;./twitter-clone/strong_datacentric/;0.086940089305;0.08614169499999999;4000;0.01932913829765319;0.0866343857239273;0.08724579288607269;0.08632857997262733;0.08755159863737266
0;./twitter-clone/datacentric_mixed_in_opcentric_impl/;0.038007891860000004;0.03942121;4000;0.01026192265028313;0.03784559251408123;0.038170191205918774;0.03768323892554941;0.0383325447944506
0;./quoddy/weak/;0.030018354;0.027863625;4000;0.009205154924391447;0.029872768160560014;0.030163939839439987;0.02972713366438447;0.03030957433561553
0;./quoddy/op_mixed/;0.045386994415;0.036497385;4000;0.02438334443627376;0.04500135509689326;0.04577263373310674;0.044615586892966345;0.046158401937033654
0;./quoddy/strong/;0.15656477605750002;0.101330535;4000;2.2662696904332176;0.12072216634705804;0.19240738576794203;0.08486757755685737;0.22826197455814262
0;./quoddy/weak_datacentric/;0.0375687245375;0.03619765;4000;0.013352277035212082;0.037357549117143334;0.03777989995785667;0.03714630311913555;0.037991145955864454
0;./quoddy/mixed/;0.062815187205;0.053187445;4000;0.037769777106497315;0.0622178322717397;0.0634125421382603;0.061620277694467776;0.06401009671553222
0;./quoddy/strong_datacentric/;0.13085516157000002;0.11687428;4000;0.05134238677709924;0.13004314650461637;0.13166717663538366;0.12923086005293266;0.13247946308706737
0;./quoddy/datacentric_mixed_in_opcentric_impl/;0.08573751146000001;0.07706270000000001;4000;0.04124075044614604;0.08508526070244592;0.08638976221755411;0.08443279195396118;0.08704223096603884
0;./rubis/weak/;0.036628002542499996;0.037348650000000004;4000;0.011563441011993893;0.036445118790909344;0.03681088629409065;0.036262173917121825;0.03699383116787817
0;./rubis/op_mixed/;0.0831385086;0.06174402;4000;0.043378026521177296;0.0824524553552467;0.08382456184475329;0.08176617282231924;0.08451084437768075
0;./rubis/strong/;0.1098829335925;0.108904205;4000;0.041246352570443415;0.10923059423350734;0.11053527295149265;0.10857803685397226;0.11118783033102773
0;./rubis/weak_datacentric/;0.12204502379249998;0.12671202;4000;0.05033897562116115;0.12124887836284115;0.12284116922215882;0.12045246685072689;0.12363758073427308
0;./rubis/mixed/;0.3573956895525;0.392316025;4000;0.16483316137164053;0.35478874003747884;0.36000263906752117;0.3521809192450474;0.3626104598599526
0;./rubis/strong_datacentric/;0.43281448309;0.45665453500000003;4000;0.18760729044745425;0.42984734510164513;0.43578162107835483;0.4268792154560726;0.43874975072392736
