;file;normalized_mean;normalized_conf_1_low;normalized_conf_1_high;normalized_conf_2_low;normalized_conf_2_high
0;./counter/strong/;0.5276653895056818;0.5250170727680372;0.5303137062433263;0.5222637881450759;0.5330669908662876
0;./counter/weak/;3.020411569976363;2.976947931341805;3.0638752086109213;2.9317615810048285;3.109061558947898
0;./counter/mixed/;0.5294379367345;0.5265998829440485;0.5322759905249516;0.5236493409075479;0.5352265325614521
0;./message-groups/strong/;0.2761950056011237;0.2691560632464476;0.2832339479557998;0.26183812749066654;0.29055188371158086
0;./message-groups/weak/;1.1210459650535392;1.089913816111042;1.152178113996036;1.0575477226809331;1.184544207426145
0;./message-groups/mixed/;0.9119693243242686;0.8924858179399339;0.9314528307086033;0.8722300691592675;0.9517085794892697
0;./twitter-clone/strong/;0.5856182435203052;0.5802617470819352;0.5909747399586751;0.5746929421625399;0.5965435448780706
0;./twitter-clone/weak/;1.4975337476501778;1.4801645253644946;1.5149029699358607;1.4621068618108122;1.5329606334895434
0;./twitter-clone/mixed/;0.7830600377435932;0.7766784848408521;0.7894415906463342;0.7700439946275102;0.7960760808596762
0;./twitter-clone/datacentric_mixed_in_opcentric_impl/;0.9885750313536774;0.9814672681882112;0.9956827945191437;0.9740777838606919;1.0030722788466628
0;./quoddy/strong/;0.4100567215028103;0.39536795491812154;0.4247454880874992;0.3800969888010305;0.4400164542045902
0;./quoddy/weak/;1.5032375067416113;1.4960865363950293;1.5103884770881932;1.4886521323395652;1.5178228811436574
0;./quoddy/mixed/;0.7240227932572494;0.718675348582931;0.7293702379315677;0.7131159542005834;0.7349296323139154
0;./quoddy/datacentric_mixed_in_opcentric_impl/;0.5324964575630116;0.5269817977832052;0.5380111173428179;0.5212485606077646;0.5437443545182585
0;./rubis/strong/;0.7584272623947702;0.7513196644533214;0.765534860336219;0.7439303518985892;0.7729241728909512
0;./rubis/weak/;2.2558495596751675;2.2412647286669714;2.2704343906833633;2.2261018176856093;2.285597301664726
0;./rubis/mixed/;0.23385526949758637;0.2314724493219308;0.2362380896732419;0.2289951844027996;0.23871535459237314
